"name" "status"
"2000" "chr12:110397500-110400000" "shared"
"2001" "chr12:110400000-110402500" "AD"
"2002" "chr12:110445000-110447500" "shared"
"2003" "chr12:110468750-110471250" "shared"
"2004" "chr12:110490000-110492500" "shared"
"2005" "chr12:111473750-111476250" "shared"
"2006" "chr12:111560000-111562500" "shared"
"2007" "chr12:111561250-111563750" "shared"
"2008" "chr12:111571250-111573750" "shared"
"2009" "chr12:111582500-111585000" "shared"
"2010" "chr12:111590000-111592500" "shared"
"2011" "chr12:111603750-111606250" "shared"
"2012" "chr12:111667500-111670000" "shared"
"2013" "chr12:111808750-111811250" "shared"
"2014" "chr12:111841250-111843750" "shared"
"2015" "chr12:112102500-112105000" "shared"
"2016" "chr12:112502500-112505000" "shared"
"2017" "chr12:112888750-112891250" "shared"
"2018" "chr12:113107500-113110000" "shared"
"2019" "chr12:113133750-113136250" "shared"
"2020" "chr12:113160000-113162500" "Ctrl"
"2021" "chr12:113286250-113288750" "AD"
"2022" "chr12:113362500-113365000" "shared"
"2023" "chr12:113368750-113371250" "shared"
"2024" "chr12:113387500-113390000" "shared"
"2025" "chr12:113816250-113818750" "shared"
"2026" "chr12:113821250-113823750" "shared"
"2027" "chr12:113932500-113935000" "shared"
"2028" "chr12:116733750-116736250" "shared"
"2029" "chr12:117185000-117187500" "shared"
"2030" "chr12:117922500-117925000" "shared"
"2031" "chr12:118058750-118061250" "shared"
"2032" "chr12:118360000-118362500" "shared"
"2033" "chr12:119177500-119180000" "shared"
"2034" "chr12:119698750-119701250" "shared"
"2035" "chr12:120092500-120095000" "shared"
"2036" "chr12:120202500-120205000" "shared"
"2037" "chr12:120212500-120215000" "Ctrl"
"2038" "chr12:120220000-120222500" "shared"
"2039" "chr12:120448750-120451250" "shared"
"2040" "chr12:120451250-120453750" "shared"
"2041" "chr12:120457500-120460000" "shared"
"2042" "chr12:120525000-120527500" "shared"
"2043" "chr12:120526250-120528750" "shared"
"2044" "chr12:120551250-120553750" "shared"
"2045" "chr12:120555000-120557500" "shared"
"2046" "chr12:120572500-120575000" "shared"
"2047" "chr12:120638750-120641250" "shared"
"2048" "chr12:120643750-120646250" "shared"
"2049" "chr12:120646250-120648750" "shared"
"2050" "chr12:120656250-120658750" "shared"
"2051" "chr12:120902500-120905000" "shared"
"2052" "chr12:121210000-121212500" "shared"
"2053" "chr12:121212500-121215000" "shared"
"2054" "chr12:121215000-121217500" "shared"
"2055" "chr12:121242500-121245000" "shared"
"2056" "chr12:121270000-121272500" "shared"
"2057" "chr12:121291250-121293750" "shared"
"2058" "chr12:121321250-121323750" "shared"
"2059" "chr12:121425000-121427500" "Ctrl"
"2060" "chr12:121438750-121441250" "Ctrl"
"2061" "chr12:121641250-121643750" "shared"
"2062" "chr12:121648750-121651250" "shared"
"2063" "chr12:121740000-121742500" "shared"
"2064" "chr12:121762500-121765000" "shared"
"2065" "chr12:121785000-121787500" "shared"
"2066" "chr12:121793750-121796250" "shared"
"2067" "chr12:121797500-121800000" "shared"
"2068" "chr12:121900000-121902500" "shared"
"2069" "chr12:121908750-121911250" "shared"
"2070" "chr12:122130000-122132500" "shared"
"2071" "chr12:122133750-122136250" "shared"
"2072" "chr12:122135000-122137500" "shared"
"2073" "chr12:122138750-122141250" "AD"
"2074" "chr12:122140000-122142500" "shared"
"2075" "chr12:122141250-122143750" "shared"
"2076" "chr12:122143750-122146250" "shared"
"2077" "chr12:122190000-122192500" "shared"
"2078" "chr12:122201250-122203750" "shared"
"2079" "chr12:122203750-122206250" "AD"
"2080" "chr12:122206250-122208750" "shared"
"2081" "chr12:122208750-122211250" "shared"
"2082" "chr12:122416250-122418750" "shared"
"2083" "chr12:122513750-122516250" "shared"
"2084" "chr12:122835000-122837500" "shared"
"2085" "chr12:122851250-122853750" "shared"
"2086" "chr12:122861250-122863750" "Ctrl"
"2087" "chr12:122865000-122867500" "AD"
"2088" "chr12:122905000-122907500" "shared"
"2089" "chr12:122947500-122950000" "AD"
"2090" "chr12:122956250-122958750" "shared"
"2091" "chr12:122958750-122961250" "shared"
"2092" "chr12:122972500-122975000" "shared"
"2093" "chr12:123240000-123242500" "Ctrl"
"2094" "chr12:123270000-123272500" "shared"
"2095" "chr12:123387500-123390000" "AD"
"2096" "chr12:123395000-123397500" "shared"
"2097" "chr12:123400000-123402500" "Ctrl"
"2098" "chr12:123402500-123405000" "shared"
"2099" "chr12:123457500-123460000" "shared"
"2100" "chr12:123460000-123462500" "shared"
"2101" "chr12:123467500-123470000" "shared"
"2102" "chr12:123516250-123518750" "shared"
"2103" "chr12:123520000-123522500" "shared"
"2104" "chr12:123522500-123525000" "shared"
"2105" "chr12:123523750-123526250" "shared"
"2106" "chr12:123531250-123533750" "AD"
"2107" "chr12:123577500-123580000" "shared"
"2108" "chr12:123602500-123605000" "shared"
"2109" "chr12:123736250-123738750" "shared"
"2110" "chr12:123935000-123937500" "Ctrl"
"2111" "chr12:123972500-123975000" "shared"
"2112" "chr12:124323750-124326250" "shared"
"2113" "chr12:124330000-124332500" "Ctrl"
"2114" "chr12:124335000-124337500" "AD"
"2115" "chr12:124358750-124361250" "shared"
"2116" "chr12:124861250-124863750" "shared"
"2117" "chr12:124912500-124915000" "Ctrl"
"2118" "chr12:130953750-130956250" "shared"
"2119" "chr12:131850000-131852500" "Ctrl"
"2120" "chr12:131851250-131853750" "AD"
"2121" "chr12:131920000-131922500" "Ctrl"
"2122" "chr12:131921250-131923750" "shared"
"2123" "chr12:131926250-131928750" "shared"
"2124" "chr12:131931250-131933750" "shared"
"2125" "chr12:132067500-132070000" "shared"
"2126" "chr12:132203750-132206250" "shared"
"2127" "chr12:132273750-132276250" "shared"
"2128" "chr12:132276250-132278750" "shared"
"2129" "chr12:132278750-132281250" "shared"
"2130" "chr12:132327500-132330000" "shared"
"2131" "chr12:132507500-132510000" "shared"
"2132" "chr12:132567500-132570000" "shared"
"2133" "chr12:132582500-132585000" "shared"
"2134" "chr12:132700000-132702500" "shared"
"2135" "chr12:132708750-132711250" "shared"
"2136" "chr12:132755000-132757500" "shared"
"2137" "chr12:132757500-132760000" "shared"
"2138" "chr12:132770000-132772500" "shared"
"2139" "chr12:132775000-132777500" "AD"
"2140" "chr12:132860000-132862500" "shared"
"2141" "chr12:132868750-132871250" "shared"
"2142" "chr12:132871250-132873750" "shared"
"2143" "chr12:132876250-132878750" "shared"
"2144" "chr12:132956250-132958750" "shared"
"2145" "chr12:132988750-132991250" "shared"
"2146" "chr12:132990000-132992500" "shared"
"2147" "chr12:132991250-132993750" "shared"
"2148" "chr12:138750-141250" "AD"
"2149" "chr12:156250-158750" "AD"
"2150" "chr12:168750-171250" "Ctrl"
"2151" "chr12:1691250-1693750" "AD"
"2152" "chr12:173750-176250" "AD"
"2153" "chr12:176250-178750" "AD"
"2154" "chr12:190000-192500" "Ctrl"
"2155" "chr12:19360000-19362500" "shared"
"2156" "chr12:19383750-19386250" "AD"
"2157" "chr12:19552500-19555000" "shared"
"2158" "chr12:19733750-19736250" "shared"
"2159" "chr12:202500-205000" "shared"
"2160" "chr12:2097500-2100000" "shared"
"2161" "chr12:212500-215000" "shared"
"2162" "chr12:22542500-22545000" "AD"
"2163" "chr12:2677500-2680000" "shared"
"2164" "chr12:2681250-2683750" "shared"
"2165" "chr12:2686250-2688750" "AD"
"2166" "chr12:2688750-2691250" "AD"
"2167" "chr12:27012500-27015000" "shared"
"2168" "chr12:2793750-2796250" "shared"
"2169" "chr12:27970000-27972500" "shared"
"2170" "chr12:2818750-2821250" "Ctrl"
"2171" "chr12:2833750-2836250" "shared"
"2172" "chr12:2857500-2860000" "AD"
"2173" "chr12:2957500-2960000" "Ctrl"
"2174" "chr12:31683750-31686250" "shared"
"2175" "chr12:32700000-32702500" "shared"
"2176" "chr12:32723750-32726250" "shared"
"2177" "chr12:3303750-3306250" "shared"
"2178" "chr12:3315000-3317500" "shared"
"2179" "chr12:3551250-3553750" "shared"
"2180" "chr12:40103750-40106250" "shared"
"2181" "chr12:42183750-42186250" "shared"
"2182" "chr12:42390000-42392500" "shared"
"2183" "chr12:42482500-42485000" "shared"
"2184" "chr12:47743750-47746250" "AD"
"2185" "chr12:47758750-47761250" "shared"
"2186" "chr12:47778750-47781250" "shared"
"2187" "chr12:48828750-48831250" "shared"
"2188" "chr12:48930000-48932500" "shared"
"2189" "chr12:48966250-48968750" "shared"
"2190" "chr12:48971250-48973750" "shared"
"2191" "chr12:48995000-48997500" "Ctrl"
"2192" "chr12:49018750-49021250" "shared"
"2193" "chr12:49103750-49106250" "shared"
"2194" "chr12:49133750-49136250" "shared"
"2195" "chr12:49136250-49138750" "shared"
"2196" "chr12:49465000-49467500" "shared"
"2197" "chr12:49467500-49470000" "shared"
"2198" "chr12:49537500-49540000" "AD"
"2199" "chr12:49543750-49546250" "Ctrl"
"2200" "chr12:49547500-49550000" "shared"
"2201" "chr12:49553750-49556250" "shared"
"2202" "chr12:49556250-49558750" "shared"
"2203" "chr12:49640000-49642500" "shared"
"2204" "chr12:49645000-49647500" "AD"
"2205" "chr12:49740000-49742500" "shared"
"2206" "chr12:49796250-49798750" "shared"
"2207" "chr12:49827500-49830000" "AD"
"2208" "chr12:49866250-49868750" "shared"
"2209" "chr12:49867500-49870000" "AD"
"2210" "chr12:49898750-49901250" "shared"
"2211" "chr12:49901250-49903750" "shared"
"2212" "chr12:49902500-49905000" "shared"
"2213" "chr12:49903750-49906250" "shared"
"2214" "chr12:50081250-50083750" "Ctrl"
"2215" "chr12:50157500-50160000" "shared"
"2216" "chr12:50158750-50161250" "shared"
"2217" "chr12:50161250-50163750" "shared"
"2218" "chr12:50163750-50166250" "shared"
"2219" "chr12:5043750-5046250" "shared"
"2220" "chr12:50510000-50512500" "shared"
"2221" "chr12:50512500-50515000" "shared"
"2222" "chr12:50761250-50763750" "AD"
"2223" "chr12:51068750-51071250" "shared"
"2224" "chr12:51155000-51157500" "shared"
"2225" "chr12:51171250-51173750" "Ctrl"
"2226" "chr12:51205000-51207500" "shared"
"2227" "chr12:51211250-51213750" "shared"
"2228" "chr12:51212500-51215000" "shared"
"2229" "chr12:51663750-51666250" "shared"
"2230" "chr12:52005000-52007500" "shared"
"2231" "chr12:52015000-52017500" "shared"
"2232" "chr12:52050000-52052500" "shared"
"2233" "chr12:52052500-52055000" "shared"
"2234" "chr12:52053750-52056250" "AD"
"2235" "chr12:52057500-52060000" "shared"
"2236" "chr12:53008750-53011250" "shared"
"2237" "chr12:53011250-53013750" "shared"
"2238" "chr12:53017500-53020000" "Ctrl"
"2239" "chr12:53050000-53052500" "shared"
"2240" "chr12:53097500-53100000" "shared"
"2241" "chr12:53180000-53182500" "shared"
"2242" "chr12:53298750-53301250" "shared"
"2243" "chr12:53317500-53320000" "shared"
"2244" "chr12:53318750-53321250" "shared"
"2245" "chr12:53446250-53448750" "shared"
"2246" "chr12:53500000-53502500" "Ctrl"
"2247" "chr12:53675000-53677500" "shared"
"2248" "chr12:53710000-53712500" "shared"
"2249" "chr12:54372500-54375000" "shared"
"2250" "chr12:54395000-54397500" "shared"
"2251" "chr12:54576250-54578750" "Ctrl"
"2252" "chr12:54578750-54581250" "Ctrl"
"2253" "chr12:55720000-55722500" "shared"
"2254" "chr12:55748750-55751250" "shared"
"2255" "chr12:55805000-55807500" "shared"
"2256" "chr12:55828750-55831250" "Ctrl"
"2257" "chr12:55926250-55928750" "shared"
"2258" "chr12:55943750-55946250" "shared"
"2259" "chr12:55987500-55990000" "shared"
"2260" "chr12:56081250-56083750" "Ctrl"
"2261" "chr12:56102500-56105000" "shared"
"2262" "chr12:56103750-56106250" "shared"
"2263" "chr12:56117500-56120000" "shared"
"2264" "chr12:56120000-56122500" "shared"
"2265" "chr12:56127500-56130000" "shared"
"2266" "chr12:56155000-56157500" "shared"
"2267" "chr12:56162500-56165000" "Ctrl"
"2268" "chr12:56212500-56215000" "shared"
"2269" "chr12:56221250-56223750" "shared"
"2270" "chr12:56236250-56238750" "AD"
"2271" "chr12:56237500-56240000" "shared"
"2272" "chr12:56302500-56305000" "shared"
"2273" "chr12:56307500-56310000" "shared"
"2274" "chr12:56343750-56346250" "AD"
"2275" "chr12:56557500-56560000" "shared"
"2276" "chr12:56570000-56572500" "shared"
"2277" "chr12:56578750-56581250" "shared"
"2278" "chr12:56621250-56623750" "shared"
"2279" "chr12:56667500-56670000" "shared"
"2280" "chr12:56680000-56682500" "shared"
"2281" "chr12:56783750-56786250" "shared"
"2282" "chr12:57093750-57096250" "shared"
"2283" "chr12:57152500-57155000" "shared"
"2284" "chr12:57206250-57208750" "AD"
"2285" "chr12:57223750-57226250" "Ctrl"
"2286" "chr12:57358750-57361250" "shared"
"2287" "chr12:57380000-57382500" "shared"
"2288" "chr12:57402500-57405000" "shared"
"2289" "chr12:57411250-57413750" "shared"
"2290" "chr12:57422500-57425000" "shared"
"2291" "chr12:57425000-57427500" "shared"
"2292" "chr12:57428750-57431250" "AD"
"2293" "chr12:57486250-57488750" "shared"
"2294" "chr12:57503750-57506250" "shared"
"2295" "chr12:57607500-57610000" "Ctrl"
"2296" "chr12:57621250-57623750" "shared"
"2297" "chr12:57622500-57625000" "AD"
"2298" "chr12:57627500-57630000" "Ctrl"
"2299" "chr12:57721250-57723750" "shared"
"2300" "chr12:57727500-57730000" "AD"
"2301" "chr12:57735000-57737500" "AD"
"2302" "chr12:57737500-57740000" "shared"
"2303" "chr12:57755000-57757500" "shared"
"2304" "chr12:57757500-57760000" "shared"
"2305" "chr12:57772500-57775000" "AD"
"2306" "chr12:57833750-57836250" "shared"
"2307" "chr12:6198750-6201250" "Ctrl"
"2308" "chr12:6223750-6226250" "shared"
"2309" "chr12:62557500-62560000" "shared"
"2310" "chr12:64415000-64417500" "shared"
"2311" "chr12:64612500-64615000" "shared"
"2312" "chr12:65000-67500" "shared"
"2313" "chr12:6553750-6556250" "Ctrl"
"2314" "chr12:6575000-6577500" "shared"
"2315" "chr12:66133750-66136250" "shared"
"2316" "chr12:6655000-6657500" "shared"
"2317" "chr12:6692500-6695000" "shared"
"2318" "chr12:6746250-6748750" "AD"
"2319" "chr12:6767500-6770000" "Ctrl"
"2320" "chr12:6833750-6836250" "AD"
"2321" "chr12:6845000-6847500" "shared"
"2322" "chr12:6850000-6852500" "shared"
"2323" "chr12:6866250-6868750" "AD"
"2324" "chr12:6871250-6873750" "shared"
"2325" "chr12:6872500-6875000" "shared"
"2326" "chr12:68765000-68767500" "shared"
"2327" "chr12:6912500-6915000" "shared"
"2328" "chr12:6931250-6933750" "shared"
"2329" "chr12:6933750-6936250" "AD"
"2330" "chr12:6935000-6937500" "Ctrl"
"2331" "chr12:6941250-6943750" "AD"
"2332" "chr12:6963750-6966250" "shared"
"2333" "chr12:6988750-6991250" "shared"
"2334" "chr12:6998750-7001250" "shared"
"2335" "chr12:70201250-70203750" "AD"
"2336" "chr12:70365000-70367500" "AD"
"2337" "chr12:7128750-7131250" "shared"
"2338" "chr12:7156250-7158750" "shared"
"2339" "chr12:7208750-7211250" "shared"
"2340" "chr12:72271250-72273750" "shared"
"2341" "chr12:75206250-75208750" "shared"
"2342" "chr12:76877500-76880000" "shared"
"2343" "chr12:79688750-79691250" "Ctrl"
"2344" "chr12:79798750-79801250" "Ctrl"
"2345" "chr12:8085000-8087500" "shared"
"2346" "chr12:8180000-8182500" "shared"
"2347" "chr12:8227500-8230000" "shared"
"2348" "chr12:8232500-8235000" "AD"
"2349" "chr12:8235000-8237500" "Ctrl"
"2350" "chr12:8388750-8391250" "shared"
"2351" "chr12:8395000-8397500" "shared"
"2352" "chr12:84911250-84913750" "shared"
"2353" "chr12:8697500-8700000" "shared"
"2354" "chr12:8843750-8846250" "Ctrl"
"2355" "chr12:89351250-89353750" "shared"
"2356" "chr12:89490000-89492500" "shared"
"2357" "chr12:89523750-89526250" "shared"
"2358" "chr12:92145000-92147500" "AD"
"2359" "chr12:93571250-93573750" "AD"
"2360" "chr12:9405000-9407500" "Ctrl"
"2361" "chr12:98450000-98452500" "shared"
"2362" "chr12:98766250-98768750" "shared"
"2363" "chr13:100158750-100161250" "shared"
"2364" "chr13:102801250-102803750" "shared"
"2365" "chr13:109781250-109783750" "shared"
"2366" "chr13:110637500-110640000" "shared"
"2367" "chr13:110692500-110695000" "shared"
"2368" "chr13:111286250-111288750" "shared"
"2369" "chr13:111337500-111340000" "shared"
"2370" "chr13:112066250-112068750" "AD"
"2371" "chr13:113043750-113046250" "AD"
"2372" "chr13:113065000-113067500" "shared"
"2373" "chr13:113090000-113092500" "shared"
"2374" "chr13:113321250-113323750" "Ctrl"
"2375" "chr13:113421250-113423750" "AD"
"2376" "chr13:113800000-113802500" "Ctrl"
"2377" "chr13:113825000-113827500" "shared"
"2378" "chr13:114073750-114076250" "shared"
"2379" "chr13:114282500-114285000" "shared"
"2380" "chr13:114292500-114295000" "shared"
"2381" "chr13:114297500-114300000" "shared"
"2382" "chr13:19678750-19681250" "shared"
"2383" "chr13:19836250-19838750" "Ctrl"
"2384" "chr13:19841250-19843750" "shared"
"2385" "chr13:19983750-19986250" "shared"
"2386" "chr13:20567500-20570000" "AD"
"2387" "chr13:20702500-20705000" "shared"
"2388" "chr13:21180000-21182500" "shared"
"2389" "chr13:27425000-27427500" "shared"
"2390" "chr13:27620000-27622500" "shared"
"2391" "chr13:32426250-32428750" "shared"
"2392" "chr13:36098750-36101250" "shared"
"2393" "chr13:36431250-36433750" "Ctrl"
"2394" "chr13:39080000-39082500" "Ctrl"
"2395" "chr13:41340000-41342500" "shared"
"2396" "chr13:43785000-43787500" "shared"
"2397" "chr13:43877500-43880000" "Ctrl"
"2398" "chr13:44372500-44375000" "shared"
"2399" "chr13:44575000-44577500" "shared"
"2400" "chr13:44615000-44617500" "AD"
"2401" "chr13:45348750-45351250" "shared"
"2402" "chr13:45351250-45353750" "shared"
"2403" "chr13:45373750-45376250" "shared"
"2404" "chr13:45376250-45378750" "shared"
"2405" "chr13:45378750-45381250" "AD"
"2406" "chr13:45381250-45383750" "shared"
"2407" "chr13:49760000-49762500" "shared"
"2408" "chr13:49930000-49932500" "shared"
"2409" "chr13:49936250-49938750" "shared"
"2410" "chr13:49996250-49998750" "AD"
"2411" "chr13:50841250-50843750" "shared"
"2412" "chr13:51452500-51455000" "shared"
"2413" "chr13:52448750-52451250" "shared"
"2414" "chr13:57631250-57633750" "shared"
"2415" "chr13:77696250-77698750" "shared"
"2416" "chr13:77917500-77920000" "AD"
"2417" "chr13:80338750-80341250" "shared"
"2418" "chr13:95551250-95553750" "shared"
"2419" "chr13:97432500-97435000" "AD"
"2420" "chr13:98445000-98447500" "shared"
"2421" "chr13:98575000-98577500" "shared"
"2422" "chr13:99200000-99202500" "shared"
"2423" "chr13:99245000-99247500" "shared"
"2424" "chr13:99983750-99986250" "Ctrl"
"2425" "chr14:100128750-100131250" "AD"
"2426" "chr14:100131250-100133750" "shared"
"2427" "chr14:100138750-100141250" "shared"
"2428" "chr14:100141250-100143750" "shared"
"2429" "chr14:100143750-100146250" "shared"
"2430" "chr14:100157500-100160000" "shared"
"2431" "chr14:100237500-100240000" "shared"
"2432" "chr14:100248750-100251250" "shared"
"2433" "chr14:100293750-100296250" "shared"
"2434" "chr14:100295000-100297500" "shared"
"2435" "chr14:100296250-100298750" "shared"
"2436" "chr14:100297500-100300000" "shared"
"2437" "chr14:100303750-100306250" "shared"
"2438" "chr14:100305000-100307500" "shared"
"2439" "chr14:100367500-100370000" "shared"
"2440" "chr14:100536250-100538750" "AD"
"2441" "chr14:100567500-100570000" "shared"
"2442" "chr14:100826250-100828750" "shared"
"2443" "chr14:100833750-100836250" "shared"
"2444" "chr14:100843750-100846250" "shared"
"2445" "chr14:100857500-100860000" "AD"
"2446" "chr14:100858750-100861250" "AD"
"2447" "chr14:101071250-101073750" "shared"
"2448" "chr14:101556250-101558750" "AD"
"2449" "chr14:101760000-101762500" "Ctrl"
"2450" "chr14:101891250-101893750" "shared"
"2451" "chr14:102052500-102055000" "shared"
"2452" "chr14:102102500-102105000" "shared"
"2453" "chr14:102126250-102128750" "shared"
"2454" "chr14:102130000-102132500" "shared"
"2455" "chr14:102132500-102135000" "shared"
"2456" "chr14:102142500-102145000" "shared"
"2457" "chr14:102231250-102233750" "shared"
"2458" "chr14:102317500-102320000" "AD"
"2459" "chr14:102331250-102333750" "shared"
"2460" "chr14:102333750-102336250" "shared"
"2461" "chr14:102340000-102342500" "shared"
"2462" "chr14:102427500-102430000" "shared"
"2463" "chr14:102431250-102433750" "shared"
"2464" "chr14:102497500-102500000" "shared"
"2465" "chr14:102498750-102501250" "shared"
"2466" "chr14:102508750-102511250" "shared"
"2467" "chr14:102820000-102822500" "shared"
"2468" "chr14:102908750-102911250" "shared"
"2469" "chr14:102952500-102955000" "AD"
"2470" "chr14:103125000-103127500" "Ctrl"
"2471" "chr14:103135000-103137500" "shared"
"2472" "chr14:103468750-103471250" "shared"
"2473" "chr14:103480000-103482500" "shared"
"2474" "chr14:103485000-103487500" "shared"
"2475" "chr14:103492500-103495000" "shared"
"2476" "chr14:103530000-103532500" "shared"
"2477" "chr14:103585000-103587500" "shared"
"2478" "chr14:103676250-103678750" "shared"
"2479" "chr14:103700000-103702500" "shared"
"2480" "chr14:103702500-103705000" "shared"
"2481" "chr14:103721250-103723750" "shared"
"2482" "chr14:103725000-103727500" "shared"
"2483" "chr14:103733750-103736250" "Ctrl"
"2484" "chr14:104590000-104592500" "Ctrl"
"2485" "chr14:104593750-104596250" "shared"
"2486" "chr14:104602500-104605000" "shared"
"2487" "chr14:104655000-104657500" "Ctrl"
"2488" "chr14:104656250-104658750" "shared"
"2489" "chr14:104713750-104716250" "AD"
"2490" "chr14:104717500-104720000" "shared"
"2491" "chr14:104767500-104770000" "shared"
"2492" "chr14:104791250-104793750" "shared"
"2493" "chr14:104793750-104796250" "shared"
"2494" "chr14:104891250-104893750" "AD"
"2495" "chr14:104896250-104898750" "shared"
"2496" "chr14:104925000-104927500" "Ctrl"
"2497" "chr14:105093750-105096250" "AD"
"2498" "chr14:105143750-105146250" "Ctrl"
"2499" "chr14:105312500-105315000" "Ctrl"
"2500" "chr14:105351250-105353750" "shared"
"2501" "chr14:105387500-105390000" "shared"
"2502" "chr14:105390000-105392500" "AD"
"2503" "chr14:105391250-105393750" "Ctrl"
"2504" "chr14:105392500-105395000" "shared"
"2505" "chr14:105393750-105396250" "shared"
"2506" "chr14:105395000-105397500" "AD"
"2507" "chr14:105458750-105461250" "shared"
"2508" "chr14:105461250-105463750" "Ctrl"
"2509" "chr14:105485000-105487500" "shared"
"2510" "chr14:105492500-105495000" "Ctrl"
"2511" "chr14:105495000-105497500" "shared"
"2512" "chr14:105528750-105531250" "shared"
"2513" "chr14:19298750-19301250" "shared"
"2514" "chr14:21025000-21027500" "shared"
"2515" "chr14:21092500-21095000" "AD"
"2516" "chr14:21256250-21258750" "shared"
"2517" "chr14:21265000-21267500" "shared"
"2518" "chr14:21468750-21471250" "AD"
"2519" "chr14:21470000-21472500" "shared"
"2520" "chr14:21471250-21473750" "shared"
"2521" "chr14:21521250-21523750" "shared"
"2522" "chr14:22833750-22836250" "shared"
"2523" "chr14:22945000-22947500" "Ctrl"
"2524" "chr14:23026250-23028750" "shared"
"2525" "chr14:23031250-23033750" "shared"
"2526" "chr14:23125000-23127500" "Ctrl"
"2527" "chr14:23175000-23177500" "shared"
"2528" "chr14:23300000-23302500" "shared"
"2529" "chr14:23307500-23310000" "shared"
"2530" "chr14:23325000-23327500" "shared"
"2531" "chr14:23375000-23377500" "shared"
"2532" "chr14:23511250-23513750" "AD"
"2533" "chr14:23512500-23515000" "AD"
"2534" "chr14:23513750-23516250" "shared"
"2535" "chr14:23521250-23523750" "shared"
"2536" "chr14:23525000-23527500" "shared"
"2537" "chr14:23527500-23530000" "shared"
"2538" "chr14:23532500-23535000" "shared"
"2539" "chr14:23567500-23570000" "shared"
"2540" "chr14:23576250-23578750" "Ctrl"
"2541" "chr14:24080000-24082500" "AD"
"2542" "chr14:24082500-24085000" "shared"
"2543" "chr14:24180000-24182500" "Ctrl"
"2544" "chr14:24222500-24225000" "shared"
"2545" "chr14:24227500-24230000" "shared"
"2546" "chr14:24228750-24231250" "shared"
"2547" "chr14:24230000-24232500" "shared"
"2548" "chr14:24308750-24311250" "shared"
"2549" "chr14:25047500-25050000" "shared"
"2550" "chr14:26596250-26598750" "AD"
"2551" "chr14:28765000-28767500" "shared"
"2552" "chr14:30962500-30965000" "shared"
"2553" "chr14:31093750-31096250" "shared"
"2554" "chr14:32933750-32936250" "shared"
"2555" "chr14:32937500-32940000" "shared"
"2556" "chr14:33077500-33080000" "shared"
"2557" "chr14:34583750-34586250" "shared"
"2558" "chr14:34591250-34593750" "shared"
"2559" "chr14:34713750-34716250" "shared"
"2560" "chr14:35003750-35006250" "shared"
"2561" "chr14:35025000-35027500" "shared"
"2562" "chr14:35296250-35298750" "shared"
"2563" "chr14:35766250-35768750" "shared"
"2564" "chr14:38207500-38210000" "AD"
"2565" "chr14:39125000-39127500" "shared"
"2566" "chr14:39270000-39272500" "shared"
"2567" "chr14:39277500-39280000" "shared"
"2568" "chr14:39431250-39433750" "shared"
"2569" "chr14:41606250-41608750" "shared"
"2570" "chr14:49633750-49636250" "shared"
"2571" "chr14:49635000-49637500" "shared"
"2572" "chr14:49698750-49701250" "shared"
"2573" "chr14:49700000-49702500" "shared"
"2574" "chr14:49701250-49703750" "shared"
"2575" "chr14:49820000-49822500" "shared"
"2576" "chr14:50323750-50326250" "AD"
"2577" "chr14:50395000-50397500" "shared"
"2578" "chr14:50558750-50561250" "AD"
"2579" "chr14:55273750-55276250" "shared"
"2580" "chr14:55321250-55323750" "shared"
"2581" "chr14:58228750-58231250" "shared"
"2582" "chr14:58297500-58300000" "shared"
"2583" "chr14:58425000-58427500" "shared"
"2584" "chr14:59482500-59485000" "shared"
"2585" "chr14:60247500-60250000" "Ctrl"
"2586" "chr14:63541250-63543750" "shared"
"2587" "chr14:63722500-63725000" "shared"
"2588" "chr14:64452500-64455000" "Ctrl"
"2589" "chr14:64478750-64481250" "shared"
"2590" "chr14:64487500-64490000" "shared"
"2591" "chr14:64737500-64740000" "AD"
"2592" "chr14:64745000-64747500" "shared"
"2593" "chr14:64962500-64965000" "shared"
"2594" "chr14:65031250-65033750" "shared"
"2595" "chr14:65468750-65471250" "shared"
"2596" "chr14:65621250-65623750" "shared"
"2597" "chr14:67535000-67537500" "shared"
"2598" "chr14:67555000-67557500" "shared"
"2599" "chr14:67567500-67570000" "shared"
"2600" "chr14:67570000-67572500" "AD"
"2601" "chr14:67590000-67592500" "shared"
"2602" "chr14:67671250-67673750" "shared"
"2603" "chr14:68790000-68792500" "AD"
"2604" "chr14:68900000-68902500" "shared"
"2605" "chr14:69258750-69261250" "shared"
"2606" "chr14:69351250-69353750" "shared"
"2607" "chr14:69396250-69398750" "shared"
"2608" "chr14:70640000-70642500" "Ctrl"
"2609" "chr14:70732500-70735000" "shared"
"2610" "chr14:70808750-70811250" "shared"
"2611" "chr14:71318750-71321250" "shared"
"2612" "chr14:71385000-71387500" "shared"
"2613" "chr14:71438750-71441250" "shared"
"2614" "chr14:72561250-72563750" "shared"
"2615" "chr14:72968750-72971250" "shared"
"2616" "chr14:73056250-73058750" "shared"
"2617" "chr14:73136250-73138750" "shared"
"2618" "chr14:73150000-73152500" "shared"
"2619" "chr14:73192500-73195000" "shared"
"2620" "chr14:73490000-73492500" "Ctrl"
"2621" "chr14:73575000-73577500" "shared"
"2622" "chr14:73577500-73580000" "shared"
"2623" "chr14:73591250-73593750" "Ctrl"
"2624" "chr14:73671250-73673750" "shared"
"2625" "chr14:73717500-73720000" "shared"
"2626" "chr14:73872500-73875000" "shared"
